"","page_id","NAME","ID","ALIGN","EYE","HAIR","SEX","LGBTQ","ALIVE","APPEARANCES","MONTH_FA","YEAR_FA","UNIVERSE"
"167",1289,"Mar-Vell (Earth-616)","Public Identity","Good Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Deceased Characters",245,"December",1967,"Marvel"
"168",2309,"Eugene Judd (Earth-616)","Public Identity","Good Characters","Brown Eyes","Bald","Male Characters",FALSE,"Living Characters",245,"August",1983,"Marvel"
"169",1813,"Daimon Hellstrom (Earth-616)","No Dual Identity","Neutral Characters","Red Eyes","Red Hair","Male Characters",FALSE,"Living Characters",242,"September",1973,"Marvel"
"170",76396,"John Jonah Jameson III (Earth-616)","No Dual Identity","Good Characters","Brown Eyes","Auburn Hair","Male Characters",FALSE,"Living Characters",240,"March",1963,"Marvel"
"171",2497,"Triton (Earth-616)","No Dual Identity","Good Characters","Green Eyes","No Hair","Male Characters",FALSE,"Living Characters",240,"December",1965,"Marvel"
"172",2138,"Meggan Puceanu (Earth-616)","Secret Identity","Good Characters",NA,NA,"Female Characters",FALSE,"Living Characters",240,"December",1983,"Marvel"
"173",6517,"Robert Reynolds (Earth-616)","Secret Identity","Neutral Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Living Characters",240,"September",2000,"Marvel"
"174",2351,"Aleksei Sytsevich (Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Deceased Characters",239,"October",1966,"Marvel"
"175",15903,"Santo Vaccarro (Earth-616)","Secret Identity","Good Characters","White Eyes","No Hair","Male Characters",FALSE,"Living Characters",238,"September",2003,"Marvel"
"176",2335,"Jonathan Clay (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Red Hair","Male Characters",TRUE,"Living Characters",237,"August",1960,"Marvel"
"177",1095,"Ares (Earth-616)","Secret Identity","Neutral Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Deceased Characters",236,"April",1949,"Marvel"
"178",2523,"Sersi (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Black Hair","Female Characters",FALSE,"Living Characters",236,"September",1976,"Marvel"
"179",2617,"Guido Carosella (Earth-616)","Secret Identity","Neutral Characters","Brown Eyes","Bald","Male Characters",FALSE,"Living Characters",236,"July",1985,"Marvel"
"180",1533,"Zabu (Earth-616)","Public Identity","Good Characters","Green Eyes","Orange Hair","Male Characters",FALSE,"Living Characters",234,"March",1965,"Marvel"
"181",2186,"Michael Morbius (Earth-616)","Secret Identity","Neutral Characters","Red Eyes","Black Hair","Male Characters",FALSE,"Living Characters",231,"October",1971,"Marvel"
"182",2353,"Julio Richter (Earth-616)","Secret Identity","Good Characters","Brown Eyes","Brown Hair","Male Characters",TRUE,"Living Characters",231,"June",1987,"Marvel"
"183",15511,"Phoenix Force (Earth-616)","Secret Identity","Neutral Characters",NA,"No Hair",NA,FALSE,"Deceased Characters",229,"October",1976,"Marvel"
"184",15907,"Megan Gwynn (Earth-616)","Public Identity","Good Characters","Black Eyeballs","Pink Hair","Female Characters",FALSE,"Living Characters",229,"November",2004,"Marvel"
"185",2724,"Kyle Richmond (Earth-616)","Secret Identity","Good Characters","Brown Eyes","Auburn Hair","Male Characters",FALSE,"Living Characters",227,"October",1969,"Marvel"
"186",1911,"Karen Page (Earth-616)","No Dual Identity","Good Characters","Blue Eyes","Blond Hair","Female Characters",FALSE,"Deceased Characters",226,"April",1964,"Marvel"
"187",1336,"Tyrone Johnson (Earth-616)","Secret Identity","Good Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",226,"March",1982,"Marvel"
"188",1503,"Maxwell Dillon (Earth-616)","Public Identity","Bad Characters","Blue Eyes","Auburn Hair","Male Characters",FALSE,"Living Characters",225,"February",1964,"Marvel"
"189",1356,"Valerie Cooper (Earth-616)","Public Identity","Good Characters","Blue Eyes","Blond Hair","Female Characters",FALSE,"Living Characters",225,"December",1983,"Marvel"
"190",8844,"Anna May (Earth-616)","No Dual Identity","Good Characters","Blue Eyes","White Hair","Female Characters",FALSE,"Living Characters",224,"August",1964,"Marvel"
"191",1471,"Vlad Dracula (Earth-616)","No Dual Identity","Bad Characters","Red Eyes","White Hair","Male Characters",FALSE,"Living Characters",223,"March",1951,"Marvel"
"192",1389,"Tandy Bowen (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Blond Hair","Female Characters",FALSE,"Living Characters",222,"March",1982,"Marvel"
"193",2054,"Monet St. Croix (Earth-616)","No Dual Identity","Good Characters","Brown Eyes","Black Hair","Female Characters",FALSE,"Living Characters",221,"November",1994,"Marvel"
"194",1684,"Gamora (Earth-616)","No Dual Identity","Neutral Characters","Yellow Eyes","Black Hair","Female Characters",FALSE,"Living Characters",218,"June",1975,"Marvel"
"195",10174,"Amara Aquilla (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Blond Hair","Female Characters",FALSE,"Living Characters",217,"October",1983,"Marvel"
"196",2590,"Julia Carpenter (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Strawberry Blond Hair","Female Characters",FALSE,"Living Characters",212,"October",1984,"Marvel"
"197",1654,"Jane Foster (Earth-616)","No Dual Identity","Good Characters","Blue Eyes","Brown Hair","Female Characters",FALSE,"Living Characters",211,"September",1962,"Marvel"
"198",2482,"Mortimer Toynbee (Earth-616)","Secret Identity","Neutral Characters","Black Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",210,"March",1964,"Marvel"
"199",1080,"Scott Lang (Earth-616)","Public Identity","Good Characters","Blue Eyes","Strawberry Blond Hair","Male Characters",FALSE,"Living Characters",209,"March",1979,"Marvel"
"200",1840,"Paige Guthrie (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Blond Hair","Female Characters",FALSE,"Living Characters",207,"November",1984,"Marvel"
"201",8648,"Benjamin Parker (Earth-616)","No Dual Identity","Good Characters","Blue Eyes","Brown Hair","Male Characters",FALSE,"Deceased Characters",205,"August",1962,"Marvel"
"202",1117,"Erik Josten (Earth-616)","Secret Identity","Good Characters","Brown Eyes","Red Hair","Male Characters",FALSE,"Living Characters",204,"October",1965,"Marvel"
"203",1122,"Jeanne-Marie Beaubier (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Black Hair","Female Characters",FALSE,"Living Characters",203,"April",1979,"Marvel"
"204",1027,"Carl Creel (Earth-616)","Public Identity","Bad Characters","Blue Eyes","Bald","Male Characters",FALSE,"Living Characters",202,"April",1964,"Marvel"
"205",18854,"Gloria Grant (Earth-616)","No Dual Identity",NA,"Brown Eyes","Black Hair","Female Characters",FALSE,"Living Characters",202,"January",1975,"Marvel"
"206",2528,"Michael Twoyoungmen (Earth-616)","Public Identity","Good Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",200,"April",1979,"Marvel"
"207",119275,"Hope Summers (Earth-616)","Secret Identity","Good Characters","Green Eyes","Red Hair","Female Characters",FALSE,"Living Characters",200,"January",2008,"Marvel"
"208",2470,"Eric Masterson (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Deceased Characters",198,"May",1988,"Marvel"
"209",1544,"Alexander Power (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Living Characters",197,"August",1984,"Marvel"
"210",2501,"Matthew Hawk (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Brown Hair","Male Characters",FALSE,"Deceased Characters",195,"November",1962,"Marvel"
"211",1888,"Jessica Jones (Earth-616)","No Dual Identity","Good Characters","Brown Eyes","Brown Hair","Female Characters",FALSE,"Living Characters",195,"September",1963,"Marvel"
"212",1215,"Frederick Dukes (Earth-616)","Public Identity","Bad Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",194,"January",1964,"Marvel"
"213",1204,"Eric Brooks (Earth-616)","Public Identity","Good Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",194,"July",1973,"Marvel"
"214",1523,"Eros (Earth-616)","Public Identity","Good Characters","Blue Eyes","Red Hair","Male Characters",FALSE,"Living Characters",193,"February",1973,"Marvel"
"215",1232,"Madison Jeffries (Earth-616)","No Dual Identity","Good Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",193,"August",1983,"Marvel"
"216",2099,"Mandarin (Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",190,"February",1964,"Marvel"
"217",2006,"The Wizard (Earth-616)","Public Identity","Bad Characters","Hazel Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",189,"November",1962,"Marvel"
"218",51769,"Akihiro (Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Black Hair","Male Characters",TRUE,"Living Characters",189,"October",2006,"Marvel"
"219",1943,"Sergei Kravinoff (Earth-616)","Public Identity","Bad Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",188,"August",1964,"Marvel"
"220",1315,"Jonothon Starsmore (Earth-616)","Secret Identity","Good Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",187,"November",1994,"Marvel"
"221",1142,"Helmut Zemo (Earth-616)","Public Identity","Bad Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Living Characters",184,"December",1973,"Marvel"
"222",15901,"Victor Borkowski (Earth-616)","Secret Identity","Good Characters","Brown Eyes","Black Hair","Male Characters",TRUE,"Living Characters",184,"August",2003,"Marvel"
"223",4368,"Edward Leeds (Earth-616)","Secret Identity","Neutral Characters","Blue Eyes","Brown Hair","Male Characters",FALSE,"Deceased Characters",181,"November",1964,"Marvel"
"224",1576,"Ultron (Earth-616)","No Dual Identity","Bad Characters","Red Eyes","No Hair","Male Characters",FALSE,"Deceased Characters",181,"July",1968,"Marvel"
"225",1386,"Douglas Ramsey (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Living Characters",181,"March",1984,"Marvel"
"226",2715,"Quentin Beck (Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Bald","Male Characters",FALSE,"Living Characters",180,"June",1964,"Marvel"
"227",1822,"Herbert Wyndham (Earth-616)","Secret Identity","Neutral Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",179,"November",1966,"Marvel"
"228",39324,"Julian Keller (Earth-616)","Public Identity","Good Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Living Characters",179,"August",2003,"Marvel"
"229",1981,"Jack Russell (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Red Hair","Male Characters",FALSE,"Living Characters",178,"February",1972,"Marvel"
"230",39972,"Celeste Cuckoo (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Blond Hair","Female Characters",FALSE,"Living Characters",177,"November",2001,"Marvel"
"231",1354,"Valentina Allegra de Fontaine (Earth-616)","Secret Identity","Neutral Characters","Blue Eyes","Black Hair","Female Characters",FALSE,"Living Characters",176,"August",1967,"Marvel"
"232",2065,"Ophelia Sarkissian (Earth-616)","Secret Identity","Bad Characters","Green Eyes","Black Hair","Female Characters",FALSE,"Living Characters",175,"February",1969,"Marvel"
"233",1344,"Colleen Wing (Earth-616)","Public Identity","Good Characters","Blue Eyes","Auburn Hair","Female Characters",FALSE,"Living Characters",175,"November",1974,"Marvel"
"234",57563,"Irma Cuckoo (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Black Hair","Female Characters",FALSE,"Living Characters",175,"November",2001,"Marvel"
"235",1184,"Sebastian Shaw (Earth-616)","No Dual Identity","Neutral Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Living Characters",174,"January",1980,"Marvel"
"236",57564,"Phoebe Cuckoo (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Blond Hair","Female Characters",FALSE,"Living Characters",174,"November",2001,"Marvel"
"237",2376,"Sage (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Black Hair","Female Characters",FALSE,"Living Characters",172,"April",1980,"Marvel"
"238",2115,"Valeria Richards (Earth-616)","No Dual Identity","Good Characters","Blue Eyes","Blond Hair","Female Characters",FALSE,"Living Characters",171,"February",2002,"Marvel"
"239",194870,"Donald Blake (Earth-616)","No Dual Identity","Good Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Living Characters",170,"August",1962,"Marvel"
"240",1809,"Hela (Earth-616)","Secret Identity","Bad Characters","Green Eyes","Black Hair","Female Characters",FALSE,"Deceased Characters",170,"March",1964,"Marvel"
"241",2024,"Lilandra Neramani (Earth-616)","No Dual Identity","Good Characters","Orange Eyes","Black Hair","Female Characters",FALSE,"Deceased Characters",170,"February",1976,"Marvel"
"242",1760,"Henry Gyrich (Earth-616)","No Dual Identity","Bad Characters","Green Eyes","Red Hair","Male Characters",FALSE,"Living Characters",170,"November",1977,"Marvel"
"243",4877,"Dwayne Taylor (Earth-616)","Secret Identity","Good Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",169,"December",1989,"Marvel"
"244",7975,"Harold Hogan (Earth-616)","No Dual Identity","Good Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Deceased Characters",166,"September",1963,"Marvel"
"245",15257,"Redwing (Earth-616)","Public Identity",NA,"Yellow Eyes",NA,"Male Characters",FALSE,"Living Characters",165,"September",1969,"Marvel"
"246",1399,"Christopher Powell (Earth-616)","Secret Identity","Good Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",165,"March",1991,"Marvel"
"247",2178,"Harvey Elder (Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Grey Hair","Male Characters",FALSE,"Living Characters",164,"November",1961,"Marvel"
"248",1140,"Wolfgang von Strucker (Earth-616)","Public Identity","Bad Characters","Blue Eyes","Bald","Male Characters",FALSE,"Deceased Characters",164,"January",1964,"Marvel"
"249",2015,"Dirk Garthwaite (Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",164,"January",1968,"Marvel"
"250",2271,"Pip Gofern (Earth-616)","Secret Identity","Good Characters","Green Eyes","Red Hair","Male Characters",FALSE,"Living Characters",163,"April",1975,"Marvel"
"251",2428,"Tony Masters (Earth-616)","Secret Identity","Neutral Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",163,"May",1980,"Marvel"
"252",19592,"David Lieberman (Earth-616)","Secret Identity","Neutral Characters","Green Eyes","Brown Hair","Male Characters",FALSE,"Deceased Characters",163,"November",1987,"Marvel"
"253",1756,"James Hudson (Earth-616)","Secret Identity","Good Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",161,"February",1978,"Marvel"
"254",1874,"Miles Warren (Earth-616)","Secret Identity","Bad Characters","Green Eyes","No Hair","Male Characters",FALSE,"Living Characters",160,"December",1965,"Marvel"
"255",1715,"Kallark (Earth-616)","Public Identity","Neutral Characters","Blue Eyes","Blue Hair","Male Characters",FALSE,"Living Characters",160,"October",1977,"Marvel"
"256",1084,"En Sabah Nur (Earth-616)","Public Identity","Bad Characters","Red Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",160,"June",1986,"Marvel"
"257",2624,"Shiro Yoshida (Earth-616)","Public Identity","Good Characters","Black Eyes","Black Hair","Male Characters",FALSE,"Living Characters",158,"January",1970,"Marvel"
"258",2554,"Silver Sablinova (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Silver Hair","Female Characters",FALSE,"Deceased Characters",158,"June",1985,"Marvel"
"259",5398,"Elvin Haliday (Earth-616)","Secret Identity","Good Characters","Brown Eyes","Bald","Male Characters",FALSE,"Living Characters",158,"November",1990,"Marvel"
"260",25255,"James Bradley (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Living Characters",158,NA,NA,"Marvel"
